IDs,LPPM
004-1179,NOBF
004-1180,NOBF
010-1171,NOBF
010-1174,NOBF
010-1170,NOBF
010-1175,trl1
010-1172,NOBF
013-1162,NOBF
013-1161,trl3
014-1205,NOBF
014-1204,NOBF
017-1172,trl3
017-1175,NOBF
017-1176,NOBF
017-1177,NOBF
017-1173,NOBF
017-1178,NOBF
017-1174,NOBF
022-1176,NOBF
022-1180,NOBF
022-1183,NOBF
022-1173,promesse100
022-1182,NOBF
022-1181,NOBF
024-1172,promesse50
024-1158,trl1
024-1168,promesse200
024-1162,NOBF
024-1161,NOBF
024-1160,NOBF
024-1163,NOBF
025-1201,NOBF
025-1204,NOBF
025-1162,NOBF
025-1161,NOBF
025-1164,NOBF
025-1202,NOBF
025-1165,NOBF
025-1160,NOBF
025-1203,NOBF
025-1159,NOBF
025-1163,NOBF
025-1200,NOBF
025-1158,NOBF
025-1199,NOBF
025-1166,NOBF
028-1188,promesse50
028-1172,promesse50
028-1170,promesse50
028-1182,promesse100
028-1183,promesse50
028-1171,promesse50
028-1184,promesse50
028-1185,promesse50
028-1191,promesse50
028-1186,promesse50
028-1190,promesse50
028-1187,promesse50
028-1189,promesse50
028-1165,NOBF
028-1173,promesse50
030-1163,geoi01
030-1164,trl1
030-1169,promesse200
030-1162,geoi01
030-1161,geoi01
030-1165,NOBF
030-1174,NOBF
030-1160,NOBF
036-1203,trl1
036-1202,promesse100
036-1162,NOBF
036-1165,trl1
036-1172,NOBF
036-1171,trl1
036-1163,NOBF
038-1186,NOBF
038-1188,NOBF
038-1166,NOBF
038-1182,NOBF
038-1175,NOBF
038-1180,NOBF
038-1181,NOBF
038-1201,NOBF
038-1184,NOBF
038-1164,geoi01
038-1200,NOBF
038-1202,NOBF
038-1187,NOBF
038-1178,NOBF
038-1165,NOBF
038-1203,NOBF
038-1176,NOBF
038-1167,NOBF
038-1185,NOBF
038-1168,NOBF
038-1177,NOBF
038-1179,NOBF
038-1183,NOBF
042-1163,trl3
042-1172,NOBF
042-1170,NOBF
042-1167,NOBF
042-1168,NOBF
042-1166,NOBF
042-1171,NOBF
042-1174,NOBF
042-1183,NOBF
042-1176,NOBF
042-1177,NOBF
042-1165,NOBF
042-1175,NOBF
042-1164,NOBF
042-1178,NOBF
042-1179,NOBF
042-1173,NOBF
043-1160,NOBF
043-1158,NOBF
043-1162,NOBF
043-1161,NOBF
043-1175,NOBF
043-1173,NOBF
043-1174,NOBF
043-1159,NOBF
126-1205,NOBF
126-1204,NOBF
126-1175,NOBF
126-1174,NOBF
144-1173,promesse200
158-1178,NOBF
158-1177,NOBF
158-1173,NOBF
158-1172,NOBF
167-1175,promesse100
167-1204,NOBF
167-1205,NOBF
167-1174,trl2
