IDs,LPPM
6070-1103,NOBF
6072-1135,geoi001
6072-1127,promesse200
6072-1103,trl2
6072-1126,NOBF
6072-1136,geoi005
6072-1104,trl2
6072-1120,NOBF
6072-1118,NOBF
6072-1105,promesse100
6072-1119,NOBF
6072-1106,NOBF
6075-1126,promesse200
6075-1109,NOBF
6075-1125,NOBF
6075-1113,NOBF
6075-1108,NOBF
6082-1114,trl3
6082-1107,promesse200
6082-1106,NOBF
6083-1110,promesse200
6083-1106,promesse100
6083-1129,promesse50
6086-1108,NOBF
6086-1125,trl1
6091-1125,NOBF
6091-1108,NOBF
6094-1124,promesse200
6094-1125,NOBF
6094-1106,NOBF
6094-1117,NOBF
6094-1108,NOBF
6094-1107,trl1
6094-1126,NOBF
6094-1105,NOBF
6096-1105,NOBF
6096-1108,NOBF
6096-1110,NOBF
6096-1104,NOBF
6097-1107,geoi001
6097-1134,trl1
6097-1129,NOBF
6097-1128,NOBF
6097-1108,NOBF
6097-1133,promesse200
6106-1125,NOBF
6106-1107,NOBF
6106-1115,NOBF
6106-1127,NOBF
6106-1126,NOBF
6106-1124,NOBF
6106-1129,NOBF
6106-1128,NOBF
6106-1114,NOBF
6106-1113,promesse100
6106-1123,NOBF
6109-1106,promesse200
6109-1113,geoi01
6109-1107,NOBF
6109-1114,trl1
6109-1129,NOBF
6167-1120,promesse50
6167-1133,NOBF
6167-1134,NOBF
6167-1117,NOBF
6168-1125,trl2
6168-1124,trl2
6168-1103,geoi001
6168-1104,geoi01
6172-1103,NOBF
6172-1104,NOBF
6172-1105,geoi001
6174-1113,NOBF
6174-1120,NOBF
6174-1116,NOBF
6174-1122,NOBF
6174-1118,NOBF
6174-1123,NOBF
6174-1121,NOBF
6174-1124,NOBF
6174-1117,NOBF
6174-1125,NOBF
6174-1115,NOBF
6174-1119,NOBF
6174-1126,NOBF
6174-1127,promesse200
6175-1134,geoi001
6175-1127,NOBF
6176-1126,NOBF
6176-1138,geoi001
6176-1105,trl1
6176-1107,NOBF
6176-1118,NOBF
6176-1133,trl3
6176-1111,NOBF
6176-1114,NOBF
6176-1106,geoi01
6176-1121,NOBF
6176-1120,NOBF
6176-1127,NOBF
6176-1112,NOBF
6176-1110,NOBF
6176-1113,NOBF
6176-1119,NOBF
6176-1109,NOBF
6176-1125,NOBF
6176-1134,promesse50
6176-1139,geoi001
6177-1139,promesse200
6177-1140,NOBF
6177-1096,NOBF
6177-1132,NOBF
6177-1133,NOBF
6177-1095,trl3
6177-1094,geoi001
6177-1134,NOBF
6177-1138,NOBF
6177-1102,geoi01
6177-1130,NOBF
6177-1103,promesse50
6177-1101,geoi01
6177-1105,promesse50
6177-1106,promesse50
6177-1107,promesse50
6177-1108,promesse100
6177-1112,NOBF
6177-1111,NOBF
6177-1113,promesse200
6177-1114,trl1
6177-1131,NOBF
6177-1122,geoi001
6177-1123,promesse50
6177-1093,trl3
6177-1125,geoi001
6178-1130,NOBF
6178-1112,NOBF
6178-1111,NOBF
6178-1110,geoi01
6178-1113,geoi01
6178-1129,NOBF
6180-1103,promesse50
6180-1104,NOBF
6180-1117,geoi001
6180-1115,NOBF
6180-1112,NOBF
6180-1108,promesse200
6187-1120,NOBF
6187-1111,NOBF
6187-1127,NOBF
6187-1112,NOBF
6188-1103,geoi001
6188-1128,promesse100
6188-1096,trl2
6188-1124,trl1
6188-1105,promesse100
6188-1121,NOBF
6188-1123,trl2
6188-1125,geoi001
6188-1122,promesse200
6188-1104,promesse100
6188-1114,trl1
6188-1112,NOBF
6188-1118,promesse100
6189-1113,NOBF
6189-1112,NOBF
6192-1125,trl2
6192-1131,promesse200
6192-1102,NOBF
6192-1106,NOBF
6192-1124,NOBF
6192-1105,NOBF
6192-1123,NOBF
6192-1103,NOBF
6192-1132,NOBF
6194-1103,NOBF
6194-1126,geoi005
6194-1127,trl3
6194-1120,NOBF
6194-1121,NOBF
6194-1122,NOBF
6194-1123,trl2
6197-1114,NOBF
6199-1112,NOBF
6199-1114,NOBF
6199-1124,geoi01
6199-1125,NOBF
6199-1104,NOBF
5462-1079,trl2
5477-1062,NOBF
5477-1055,NOBF
5477-1057,NOBF
5477-1058,NOBF
5477-1059,NOBF
5479-1086,NOBF
5479-1085,NOBF
5480-1063,NOBF
5480-1065,NOBF
5480-1066,NOBF
5480-1051,NOBF
5480-1064,NOBF
5480-1072,NOBF
5480-1073,NOBF
5480-1050,NOBF
5480-1062,NOBF
5542-1045,trl3
5542-1052,promesse200
5542-1056,NOBF
5542-1057,trl3
5542-1050,promesse200
5542-1051,promesse100
5542-1068,promesse200
5542-1054,promesse200
5542-1090,trl1
5542-1046,promesse50
5542-1047,promesse50
5542-1089,promesse200
5542-1066,promesse50
5542-1053,promesse200
5542-1049,trl2
5542-1079,NOBF
5542-1048,trl1
5925-1062,NOBF
5925-1087,NOBF
5925-1086,NOBF
5925-1089,NOBF
5925-1084,NOBF
5925-1090,NOBF
5925-1091,NOBF
5925-1088,NOBF
5925-1092,NOBF
5927-1069,NOBF
5927-1075,NOBF
5927-1066,NOBF
5928-1063,NOBF
5928-1050,NOBF
5928-1056,NOBF
5928-1060,NOBF
5928-1055,NOBF
5928-1051,NOBF
5928-1057,NOBF
5928-1069,NOBF
5928-1049,NOBF
5928-1048,NOBF
5928-1075,NOBF
5928-1059,NOBF
5928-1074,NOBF
5928-1061,NOBF
5928-1073,NOBF
5936-1081,geoi01
5936-1079,NOBF
5936-1057,NOBF
5936-1055,trl3
5936-1068,NOBF
5936-1080,NOBF
5936-1056,NOBF
5938-1063,trl3
5938-1069,promesse50
5938-1050,geoi001
5938-1070,geoi01
5938-1076,NOBF
5938-1059,geoi001
5938-1062,trl2
5938-1061,geoi005
5938-1072,NOBF
5938-1074,NOBF
5938-1075,NOBF
5938-1060,trl3
5938-1058,trl3
5938-1071,NOBF
5938-1073,NOBF
5938-1047,promesse50
5938-1087,trl2
5938-1091,trl1
5938-1046,trl1
5938-1054,geoi005
5938-1067,promesse50
5938-1045,trl3
5939-1059,NOBF
5939-1075,NOBF
5939-1057,trl2
5939-1067,NOBF
5939-1068,NOBF
5939-1058,NOBF
5940-1057,NOBF
5940-1059,NOBF
5940-1091,NOBF
5940-1090,NOBF
5940-1067,NOBF
5940-1065,NOBF
5940-1089,NOBF
5940-1058,NOBF
5940-1072,NOBF
5940-1068,NOBF
5940-1081,NOBF
5940-1082,NOBF
5940-1055,promesse100
5940-1075,NOBF
5941-1079,trl3
5941-1064,geoi001
5941-1081,trl3
5941-1054,promesse100
5941-1080,geoi001
5942-1069,promesse100
5942-1063,promesse100
5942-1083,NOBF
5942-1067,NOBF
5942-1082,NOBF
5943-1061,NOBF
5944-1059,NOBF
5944-1066,NOBF
5944-1065,NOBF
5944-1079,NOBF
5944-1069,NOBF
5944-1068,geoi005
5944-1063,NOBF
5944-1060,geoi001
5944-1061,NOBF
5944-1064,NOBF
5944-1062,promesse100
5945-1053,trl2
5945-1057,trl3
5945-1055,trl3
5945-1064,trl3
5947-1080,NOBF
5947-1082,NOBF
5947-1081,NOBF
5947-1079,NOBF
5947-1068,NOBF
5947-1058,NOBF
5950-1077,NOBF
5950-1062,NOBF
5950-1063,NOBF
5950-1078,NOBF
5953-1049,trl1
5953-1079,NOBF
5953-1081,NOBF
5953-1087,NOBF
5953-1069,NOBF
5953-1048,NOBF
5953-1086,NOBF
5956-1080,NOBF
5956-1079,geoi01
5957-1058,NOBF
5957-1059,NOBF
5957-1075,geoi005
5959-1069,NOBF
5959-1083,promesse100
5959-1068,geoi005
5959-1070,geoi005
5959-1066,geoi005
5959-1082,geoi001
5959-1065,trl3
5960-1068,NOBF
5960-1067,NOBF
5963-1056,geoi005
5963-1066,promesse100
5963-1080,NOBF
5963-1073,trl1
5963-1074,NOBF
5963-1081,trl2
5963-1055,promesse50
5963-1065,promesse100
5963-1075,NOBF
5963-1054,trl1
5963-1079,NOBF
5963-1077,NOBF
5963-1076,NOBF
5963-1078,NOBF
5964-1061,NOBF
5964-1057,NOBF
5964-1064,NOBF
5964-1056,NOBF
5964-1069,NOBF
5964-1070,NOBF
5965-1076,geoi005
5965-1079,promesse100
5966-1071,trl3
5966-1067,NOBF
5966-1060,trl3
5966-1065,NOBF
5966-1075,NOBF
5966-1055,promesse200
5966-1057,trl3
5966-1074,NOBF
5966-1056,geoi005
5966-1076,NOBF
5967-1055,geoi005
5967-1075,NOBF
5967-1073,NOBF
5967-1077,NOBF
5967-1078,NOBF
5967-1074,NOBF
5967-1076,NOBF
5969-1064,trl1
5969-1056,trl1
5969-1066,trl3
5969-1065,geoi001
5969-1055,NOBF
5969-1061,trl2
5972-1084,NOBF
5972-1069,geoi005
5972-1062,geoi005
5972-1075,NOBF
5972-1071,NOBF
5972-1073,NOBF
5972-1074,NOBF
5972-1072,NOBF
5973-1046,NOBF
5973-1045,NOBF
5973-1076,NOBF
5973-1067,trl2
5973-1092,NOBF
5973-1065,NOBF
5973-1090,NOBF
5973-1057,NOBF
5973-1047,NOBF
5973-1089,NOBF
5973-1088,NOBF
5973-1091,NOBF
5974-1056,promesse50
5974-1080,NOBF
5974-1079,promesse50
5974-1057,NOBF
5974-1086,NOBF
5974-1078,NOBF
5976-1069,trl1
5976-1057,NOBF
5976-1064,geoi001
5976-1058,NOBF
5976-1055,NOBF
5976-1070,trl1
5976-1072,geoi01
5976-1076,NOBF
5976-1073,NOBF
5976-1062,geoi005
5976-1061,trl1
5976-1053,NOBF
5976-1068,trl1
5976-1054,NOBF
5976-1071,trl1
5976-1067,trl1
5976-1060,trl1
5977-1057,NOBF
5977-1078,geoi001
5977-1058,NOBF
5977-1075,geoi001
5977-1074,promesse50
5977-1076,trl3
5977-1063,NOBF
5977-1077,trl3
5979-1057,NOBF
5982-1077,NOBF
5982-1076,trl2
5982-1074,trl1
5986-1049,trl2
5986-1063,NOBF
5986-1062,NOBF
5986-1057,geoi01
5986-1064,trl1
5986-1047,trl2
5988-1073,NOBF
5988-1059,NOBF
5988-1065,promesse100
5988-1062,geoi01
5988-1071,promesse200
5988-1061,NOBF
5988-1066,NOBF
5988-1060,NOBF
5988-1063,NOBF
5988-1056,geoi005
5988-1064,geoi001
5990-1061,NOBF
5991-1066,NOBF
5991-1071,trl1
5991-1072,NOBF
5991-1063,NOBF
5991-1059,geoi005
5993-1070,trl3
5993-1074,geoi005
5993-1089,geoi01
5993-1068,NOBF
5993-1067,NOBF
5993-1072,geoi01
5993-1049,trl2
5993-1046,trl3
5993-1048,promesse50
5993-1071,geoi01
5993-1075,geoi01
5993-1069,geoi005
5993-1052,trl3
5993-1057,promesse200
5993-1053,trl3
5993-1054,trl2
5993-1058,NOBF
5993-1055,geoi001
5993-1051,trl1
5993-1056,trl2
5993-1061,NOBF
5995-1055,NOBF
5995-1054,NOBF
6001-1067,NOBF
6001-1076,NOBF
6001-1080,NOBF
6001-1079,NOBF
6001-1065,NOBF
6001-1061,NOBF
6001-1075,NOBF
6001-1056,NOBF
6001-1087,NOBF
6001-1086,NOBF
6001-1064,NOBF
6001-1085,NOBF
6001-1058,NOBF
6001-1088,NOBF
6001-1078,NOBF
6001-1084,NOBF
6001-1062,NOBF
6001-1063,NOBF
6001-1081,NOBF
6001-1089,NOBF
6001-1066,NOBF
6001-1054,NOBF
6001-1077,NOBF
6001-1057,NOBF
6001-1053,NOBF
6001-1082,NOBF
6001-1059,NOBF
6003-1068,NOBF
6003-1062,trl3
6003-1070,promesse100
6003-1078,promesse200
6003-1085,promesse200
6003-1060,promesse100
6003-1077,NOBF
6003-1079,NOBF
6003-1069,NOBF
6003-1084,geoi01
6004-1068,NOBF
6004-1079,NOBF
6004-1069,NOBF
6004-1064,promesse100
6004-1065,NOBF
6004-1074,promesse200
6004-1063,NOBF
6004-1080,NOBF
6004-1066,NOBF
6004-1072,NOBF
6004-1062,NOBF
6005-1082,NOBF
6005-1084,NOBF
6005-1083,NOBF
6014-1085,trl2
6014-1081,NOBF
6014-1082,NOBF
6015-1079,geoi001
6015-1077,promesse200
6015-1075,geoi001
6015-1057,geoi001
6023-1073,geoi005
6023-1074,trl2
6023-1053,trl2
6027-1063,promesse100
6030-1063,geoi005
6030-1062,geoi001
6030-1068,NOBF
6030-1065,NOBF
6030-1069,NOBF
6030-1058,trl1
6030-1055,NOBF
6031-1075,NOBF
6033-1069,NOBF
6033-1067,NOBF
6033-1080,NOBF
6033-1056,trl1
6033-1058,NOBF
6033-1074,NOBF
6033-1057,NOBF
6033-1068,NOBF
6033-1079,NOBF
6034-1070,NOBF
6034-1087,trl1
6034-1071,NOBF
6034-1077,geoi005
6034-1078,NOBF
6034-1080,trl3
6035-1052,geoi01
6035-1073,geoi01
6035-1053,NOBF
6035-1054,promesse200
6038-1087,trl2
6038-1076,geoi005
6038-1058,NOBF
6038-1061,geoi001
6038-1070,trl3
6038-1060,geoi001
6038-1057,trl1
6039-1059,NOBF
6039-1082,trl1
6039-1089,trl1
6039-1066,NOBF
6039-1078,trl1
6039-1067,NOBF
6039-1083,trl2
6040-1077,geoi001
6040-1078,geoi001
6040-1082,geoi005
6040-1055,trl2
6040-1062,trl2
6040-1083,NOBF
6041-1058,NOBF
6041-1057,NOBF
6042-1058,NOBF
6042-1056,trl3
6042-1057,NOBF
6043-1076,trl2
6043-1056,trl1
6043-1075,NOBF
6043-1077,trl1
6045-1075,NOBF
6045-1061,NOBF
6045-1064,geoi01
6045-1074,geoi01
6051-1066,geoi005
6051-1077,trl3
6051-1065,geoi001
6051-1078,trl2
6051-1076,NOBF
6058-1072,NOBF
6058-1081,promesse200
6058-1078,trl1
6058-1077,trl2
6058-1073,geoi001
6058-1070,NOBF
6058-1071,NOBF
6058-1080,trl1
6061-1065,NOBF
6061-1079,NOBF
6061-1059,NOBF
6061-1072,NOBF
6063-1070,NOBF
6063-1065,NOBF
6063-1060,trl1
6063-1068,NOBF
6063-1066,NOBF
6063-1069,NOBF
6063-1078,NOBF
6063-1064,NOBF
6068-1060,promesse50
6068-1067,NOBF
6068-1059,NOBF
6068-1084,NOBF
6068-1066,NOBF
6070-1058,geoi005
6070-1067,NOBF
6070-1059,geoi005
6070-1057,trl2
6070-1068,NOBF
6070-1076,trl2
6070-1074,promesse200
6070-1064,NOBF
6070-1075,trl1
6072-1066,NOBF
6072-1056,trl2
6072-1088,geoi005
6072-1089,trl2
6072-1054,geoi01
6072-1090,trl2
6072-1058,NOBF
6072-1055,trl2
6072-1057,promesse100
6072-1068,NOBF
6072-1067,NOBF
6073-1057,NOBF
6073-1059,NOBF
6075-1070,NOBF
6075-1069,NOBF
6075-1081,NOBF
6075-1083,NOBF
6075-1082,NOBF
6079-1048,promesse50
6079-1049,geoi01
6082-1058,NOBF
6082-1057,NOBF
6083-1063,NOBF
6083-1082,NOBF
6083-1081,NOBF
6083-1062,promesse50
6085-1068,NOBF
6085-1063,NOBF
6085-1077,NOBF
6085-1076,NOBF
6085-1062,NOBF
6085-1067,NOBF
6086-1080,NOBF
6086-1062,geoi001
6086-1063,geoi01
6086-1079,NOBF
6091-1087,NOBF
6094-1082,NOBF
6094-1083,geoi005
6094-1065,NOBF
6094-1059,trl1
6094-1067,geoi01
6094-1066,trl1
6094-1060,geoi01
6094-1064,NOBF
6096-1074,NOBF
6096-1056,promesse200
6096-1062,NOBF
6096-1073,NOBF
6097-1087,NOBF
6097-1078,NOBF
6097-1079,NOBF
6097-1086,NOBF
6097-1080,NOBF
6097-1061,NOBF
6097-1081,NOBF
6097-1082,NOBF
6097-1062,NOBF
6097-1085,NOBF
6097-1083,NOBF
6097-1084,NOBF
6104-1077,NOBF
6104-1058,trl2
6104-1059,geoi01
6106-1078,NOBF
6106-1065,NOBF
6106-1064,NOBF
6106-1067,NOBF
6106-1057,promesse50
6106-1061,NOBF
6106-1066,NOBF
6106-1076,NOBF
6106-1059,NOBF
6106-1077,NOBF
6106-1058,promesse50
6109-1057,promesse200
6167-1077,geoi01
6167-1078,geoi005
6167-1083,NOBF
6167-1068,promesse50
6167-1084,NOBF
6167-1085,NOBF
6167-1082,NOBF
6167-1080,geoi01
6167-1064,geoi005
6167-1076,NOBF
6168-1064,geoi01
6168-1055,promesse200
6168-1071,trl2
6168-1075,trl3
6168-1072,geoi005
6168-1054,trl2
6168-1077,trl2
6168-1076,promesse200
6170-1048,NOBF
6170-1067,trl1
6170-1080,NOBF
6170-1062,NOBF
6170-1050,NOBF
6170-1061,NOBF
6170-1081,NOBF
6170-1078,NOBF
6170-1082,NOBF
6170-1054,NOBF
6170-1079,NOBF
6170-1058,NOBF
6170-1087,NOBF
6170-1066,geoi01
6170-1059,NOBF
6170-1057,NOBF
6170-1060,NOBF
6170-1053,NOBF
6170-1052,NOBF
6170-1049,NOBF
6172-1054,NOBF
6172-1066,NOBF
6172-1067,geoi01
6174-1077,NOBF
6174-1070,trl3
6174-1063,geoi01
6174-1066,trl2
6174-1069,trl3
6174-1071,geoi001
6174-1083,NOBF
6174-1082,NOBF
6174-1068,geoi001
6174-1072,NOBF
6174-1084,NOBF
6174-1064,trl2
6174-1075,NOBF
6174-1085,NOBF
6174-1086,promesse50
6174-1073,trl1
6174-1078,NOBF
6174-1049,trl1
6174-1067,trl2
6175-1060,geoi01
6175-1056,NOBF
6175-1055,NOBF
6175-1072,geoi005
6175-1059,NOBF
6175-1057,NOBF
6176-1059,NOBF
6176-1066,NOBF
6176-1067,NOBF
6176-1071,promesse200
6176-1070,NOBF
6177-1092,trl2
6177-1087,trl3
6177-1086,promesse100
6177-1090,promesse100
6177-1085,promesse200
6177-1089,promesse50
6177-1066,NOBF
6177-1088,geoi001
6177-1068,NOBF
6177-1067,trl2
6177-1065,NOBF
6177-1061,promesse50
6177-1069,NOBF
6177-1056,trl2
6177-1084,promesse100
6177-1073,NOBF
6177-1057,geoi001
6177-1062,NOBF
6177-1060,promesse50
6177-1059,geoi001
6177-1063,geoi01
6177-1078,trl2
6177-1076,geoi01
6177-1070,NOBF
6177-1083,trl3
6177-1077,NOBF
6178-1076,promesse200
6178-1075,promesse100
6178-1074,trl3
6180-1060,trl2
6180-1055,NOBF
6180-1074,NOBF
6180-1067,geoi001
6180-1065,geoi001
6180-1066,geoi005
6180-1054,trl2
6180-1061,trl2
6180-1073,promesse100
6180-1086,promesse50
6180-1068,trl2
6180-1056,NOBF
6180-1085,NOBF
6180-1062,NOBF
6180-1071,promesse100
6180-1058,trl2
6181-1055,geoi005
6187-1057,NOBF
6187-1059,NOBF
6187-1084,trl2
6187-1085,trl1
6187-1071,NOBF
6187-1076,geoi01
6187-1073,geoi005
6187-1072,promesse200
6187-1070,NOBF
6187-1058,NOBF
6187-1077,promesse200
6187-1060,NOBF
6187-1075,trl1
6187-1061,promesse100
6188-1056,NOBF
6188-1072,NOBF
6188-1073,NOBF
6188-1075,NOBF
6188-1065,NOBF
6188-1064,NOBF
6188-1057,NOBF
6188-1071,NOBF
6188-1074,NOBF
6188-1058,NOBF
6189-1054,promesse100
6189-1079,NOBF
6194-1074,geoi005
6194-1069,NOBF
6194-1076,promesse50
6194-1077,NOBF
6194-1067,NOBF
5462-973,NOBF
5462-970,NOBF
5462-965,NOBF
5477-981,NOBF
5477-961,NOBF
5477-964,NOBF
5477-963,NOBF
5477-968,NOBF
5477-980,NOBF
5477-966,NOBF
5477-982,NOBF
5477-967,geoi005
5479-973,NOBF
5480-970,NOBF
5480-966,NOBF
5480-969,geoi01
5480-968,NOBF
5542-985,geoi001
5542-981,NOBF
5542-970,promesse200
5542-983,NOBF
5542-971,promesse200
5542-961,geoi01
5925-963,NOBF
5925-959,NOBF
5925-986,NOBF
5925-955,NOBF
5925-961,NOBF
5925-964,NOBF
5925-957,NOBF
5925-954,NOBF
5925-953,NOBF
5925-952,NOBF
5925-958,NOBF
5925-949,NOBF
5925-971,NOBF
5925-996,NOBF
5925-995,NOBF
5925-994,NOBF
5925-965,NOBF
5925-950,NOBF
5925-960,NOBF
5925-993,NOBF
5925-951,NOBF
5925-991,NOBF
5925-990,NOBF
5925-989,NOBF
5925-962,NOBF
5925-973,NOBF
5925-992,NOBF
5925-956,NOBF
5927-983,NOBF
5927-987,NOBF
5927-985,NOBF
5927-986,NOBF
5927-984,NOBF
5928-961,NOBF
5928-965,NOBF
5928-962,NOBF
5938-972,trl3
5938-962,geoi001
5938-969,promesse200
5938-973,geoi001
5938-970,trl2
5938-961,trl2
5938-975,trl3
5938-976,trl2
5938-964,geoi001
5938-978,promesse100
5938-979,NOBF
5938-977,trl3
5938-974,promesse50
5938-996,promesse50
5938-963,trl2
5938-984,trl2
5938-967,trl3
5938-966,promesse50
5938-982,trl2
5938-965,geoi001
5938-981,trl3
5938-995,promesse200
5938-992,trl1
5938-968,trl3
5939-962,NOBF
5939-979,NOBF
5939-980,NOBF
5939-961,trl2
5939-981,trl2
5939-969,NOBF
5940-980,NOBF
5940-969,NOBF
5940-959,NOBF
5940-983,promesse200
5940-979,NOBF
5941-994,NOBF
5941-976,geoi01
5941-960,trl3
5941-961,trl2
5941-995,NOBF
5941-959,geoi001
5941-975,geoi005
5942-974,promesse200
5942-964,trl1
5942-988,NOBF
5942-987,promesse200
5942-971,NOBF
5942-970,trl1
5943-965,NOBF
5943-966,NOBF
5944-981,NOBF
5944-987,geoi001
5944-986,NOBF
5944-982,NOBF
5945-988,trl1
5945-987,trl3
5945-972,geoi001
5945-980,trl3
5945-971,trl1
5947-971,NOBF
5947-973,NOBF
5947-970,NOBF
5947-984,trl1
5947-981,geoi005
5947-982,NOBF
5947-983,NOBF
5950-983,promesse200
5950-970,NOBF
5953-965,NOBF
5953-977,NOBF
5953-961,NOBF
5953-967,NOBF
5953-964,NOBF
5957-982,geoi005
5957-963,geoi01
5957-983,NOBF
5958-979,trl1
5958-980,promesse100
5959-961,trl1
5959-959,trl3
5959-958,trl1
5959-960,geoi001
5959-952,geoi005
5961-981,geoi01
5961-975,trl1
5961-977,NOBF
5961-979,NOBF
5964-962,NOBF
5964-985,NOBF
5964-984,NOBF
5964-961,NOBF
5965-988,NOBF
5965-986,NOBF
5965-962,NOBF
5965-981,NOBF
5965-977,NOBF
5966-983,NOBF
5966-971,geoi01
5966-970,NOBF
5966-968,geoi01
5966-980,trl1
5966-972,geoi001
5966-959,NOBF
5966-960,geoi001
5966-982,NOBF
5966-979,trl1
5967-972,trl3
5967-980,NOBF
5967-959,geoi001
5967-968,trl2
5969-969,promesse100
5969-971,promesse200
5969-967,trl2
5969-970,promesse200
5969-965,trl2
5969-977,trl3
5969-966,geoi005
5969-978,geoi001
5969-989,trl3
5969-991,trl3
5969-975,promesse200
5969-988,promesse200
5969-990,geoi005
5972-968,promesse50
5972-965,promesse50
5972-955,promesse100
5972-952,promesse100
5972-956,promesse200
5972-954,promesse200
5972-972,promesse100
5972-967,promesse100
5972-984,NOBF
5972-950,promesse50
5972-948,trl3
5972-949,promesse50
5972-966,promesse50
5972-951,trl2
5972-957,promesse100
5972-969,promesse100
5972-958,promesse50
5972-963,promesse100
5972-971,promesse200
5972-973,promesse100
5972-975,promesse100
5972-974,promesse50
5972-983,NOBF
5972-962,promesse50
5972-961,promesse50
5972-979,geoi005
5972-960,promesse100
5972-959,promesse100
5972-982,NOBF
5972-970,promesse200
5973-991,geoi01
5973-992,geoi005
5973-993,trl1
5973-971,NOBF
5973-979,NOBF
5973-949,geoi01
5973-956,geoi01
5973-950,trl1
5973-960,NOBF
5973-952,geoi01
5973-953,geoi01
5973-958,trl3
5973-954,geoi01
5973-951,geoi01
5973-955,geoi01
5973-957,geoi01
5974-979,NOBF
5974-980,promesse200
5974-969,NOBF
5974-981,geoi005
5974-962,NOBF
5976-959,NOBF
5976-960,promesse100
5976-961,geoi01
5976-956,NOBF
5976-957,NOBF
5976-989,NOBF
5976-958,NOBF
5976-967,geoi01
5976-985,NOBF
5976-964,trl1
5976-970,NOBF
5976-968,NOBF
5976-976,promesse100
5976-966,trl1
5976-978,NOBF
5976-977,NOBF
5976-965,geoi005
5977-994,NOBF
5979-994,NOBF
5987-984,NOBF
5988-965,NOBF
5988-978,NOBF
5988-963,NOBF
5988-966,NOBF
5988-961,trl1
5988-983,promesse100
5988-962,NOBF
5988-964,NOBF
5989-979,NOBF
5989-978,NOBF
5989-963,NOBF
5989-964,NOBF
5989-960,NOBF
5989-961,NOBF
5990-988,NOBF
5990-956,trl3
5990-955,promesse50
5990-957,trl3
5990-995,promesse50
5990-953,trl2
5990-964,promesse100
5990-991,promesse50
5990-951,trl1
5990-990,trl2
5990-994,promesse50
5990-965,NOBF
5990-950,trl3
5990-992,trl2
5990-993,trl3
5990-949,trl2
5991-950,geoi005
5991-961,trl2
5991-955,geoi001
5991-962,promesse50
5991-965,promesse100
5991-951,geoi001
5991-948,trl1
5991-969,NOBF
5991-960,promesse50
5991-968,NOBF
5993-961,NOBF
5993-966,NOBF
5993-960,promesse100
5995-949,trl1
5995-985,trl2
5995-951,trl1
5995-950,trl1
5995-989,trl2
5995-987,trl1
5995-984,geoi01
5995-991,trl1
5995-990,trl2
6001-961,NOBF
6001-980,NOBF
6001-972,NOBF
6001-990,NOBF
6003-960,NOBF
6003-962,geoi005
6003-982,NOBF
6003-979,trl3
6003-983,NOBF
6003-985,NOBF
6003-984,NOBF
6004-972,NOBF
6004-970,NOBF
6004-961,geoi005
6004-976,NOBF
6004-963,NOBF
6004-964,promesse50
6004-969,NOBF
6004-968,NOBF
6004-971,trl3
6004-960,geoi01
6005-961,NOBF
6012-966,NOBF
6014-962,trl2
6014-982,trl1
6014-985,trl1
6014-981,trl3
6023-957,NOBF
6023-977,NOBF
6023-979,trl3
6027-979,trl1
6027-958,promesse200
6030-966,NOBF
6030-975,NOBF
6030-969,promesse50
6030-967,NOBF
6030-976,NOBF
6031-980,NOBF
6033-962,NOBF
6034-981,NOBF
6034-979,geoi001
6035-980,NOBF
6035-973,NOBF
6035-967,trl2
6035-979,promesse200
6035-974,trl3
6035-981,promesse100
6035-955,trl1
6035-970,trl2
6035-957,NOBF
6035-958,trl2
6035-956,NOBF
6038-986,promesse50
6038-967,trl2
6038-981,NOBF
6038-976,trl2
6038-987,NOBF
6038-971,NOBF
6039-968,promesse200
6039-970,promesse100
6039-962,NOBF
6039-981,promesse200
6040-959,geoi001
6040-981,NOBF
6040-980,geoi005
6040-978,geoi01
6040-982,NOBF
6041-961,NOBF
6042-961,NOBF
6042-983,geoi005
6042-980,promesse50
6042-984,geoi005
6042-962,NOBF
6042-981,promesse100
6042-985,promesse200
6042-982,geoi005
6043-982,NOBF
6043-981,NOBF
6043-960,NOBF
6045-964,NOBF
6045-976,NOBF
6045-965,NOBF
6045-966,NOBF
6051-979,NOBF
6051-963,NOBF
6051-980,NOBF
6054-983,NOBF
6058-978,NOBF
6058-979,NOBF
6058-976,NOBF
6058-977,NOBF
6058-960,NOBF
6058-961,promesse200
6058-971,trl1
6058-959,promesse200
6058-988,geoi001
6060-971,NOBF
6060-965,NOBF
6060-964,trl1
6061-977,NOBF
6061-966,NOBF
6061-978,NOBF
6061-973,geoi005
6061-972,NOBF
6061-979,NOBF
6061-967,promesse200
6063-988,NOBF
6063-966,promesse100
6063-987,NOBF
6063-965,NOBF
6063-989,NOBF
6063-993,NOBF
6063-971,NOBF
6063-968,NOBF
6063-963,NOBF
6063-964,NOBF
6068-970,trl1
6068-984,NOBF
6068-985,NOBF
6068-971,geoi005
6068-962,NOBF
6068-983,trl1
6068-963,trl1
6070-978,NOBF
6070-979,NOBF
6070-971,NOBF
6070-977,NOBF
6070-973,NOBF
6070-969,NOBF
6070-968,NOBF
6070-975,NOBF
6070-967,trl2
6072-958,geoi001
6072-960,trl2
6072-959,trl2
6072-962,NOBF
6072-981,NOBF
6072-961,trl2
6073-970,NOBF
6073-971,NOBF
6073-982,NOBF
6073-969,NOBF
6073-974,NOBF
